ID=g71	9	44	117	432	190	2636	379	529	60	100	14286
ID=g72	344	388	107	70	119	41	92	176	71	140	23
ID=g73	31	21	25	25	13	5	28	52	15	19	11
ID=g74	31	17	17	9	4	4	13	20	13	3	10
ID=g75	39	22	23	13	8	6	14	23	14	5	11
ID=g76	302	320	180	64	199	53	133	345	200	158	35
ID=g77	52	47	37	38	255	80	151	542	44	95	40
ID=g78	142	138	137	237	200	187	417	331	217	357	143
ID=g79	31	20	20	16	20	23	20	24	19	12	20
ID=g80	33	23	23	15	18	10	21	25	20	24	19
ID=g81	30	23	20	15	9	5	16	19	18	11	18
ID=g82	30	22	20	14	9	4	13	19	19	12	20
ID=g83	29	23	20	16	10	5	1751	21	21	14	1123
ID=g84	27	25	20	18	11	8	16	21	21	12	19
ID=g85	30	29	22	20	12	15	19	27	21	15	19
ID=g86	28	34	24	24	16	21	447	29	23	6	272
ID=g87	27	34	22	20	11	13	14	22	20	6	20
ID=g88	50	47	33	68	365	884	149	194	62	317	76
ID=g89	117	97	295	682	208	155	401	203	137	1186	90
ID=g90	298	315	792	962	130	94	207	94	177	820	40
ID=g91	289	248	455	955	566	473	553	606	189	596	160
ID=g92	68	72	33	46	8	25	25	9	7	20	18
ID=g93	70	76	33	49	9	26	23	9	10	23	18
ID=g94	71	78	42	65	9	33	28	13	12	25	19
ID=g95	67	78	48	57	24	44	34	27	11	25	20
ID=g96	76	78	45	57	31	31	52	28	14	75	19
ID=g97	987	1008	5717	6961	3097	3408	2994	2381	906	4743	1223
ID=g98	36	88	17	28	15	5	23	8	1	13	10
ID=g99	44	89	26	478	148	146	100	129	131	110	81
ID=g100	446	346	97	209	158	279	598	340	1599	955	377
ID=g101	131	141	208	396	405	242	405	429	75	472	155
ID=g102	190	183	183	197	343	190	358	404	321	213	115
ID=g103	162	133	67	220	233	147	241	154	243	335	91
ID=g104	932	976	1759	4761	862	890	1774	703	1662	5758	490
ID=g105	515	349	123	275	90	99	175	90	886	228	48
ID=g106	1	24	25	0	6	14	11	7	9	20	2
ID=g107	2	26	29	6	7	17	13	13	10	25	8
ID=g108	8	18	27	6	47	31	28	68	15	7	14
ID=g109	9	12	26	10	26	17	15	30	13	7	12
ID=g110	4	10	21	50	8	14	8	17	8	12	7
ID=g111	10	28	20	8	33	20	21	55	8	9	11
ID=g112	10	26	18	7	8	15	9	16	6	7	6
ID=g113	12	27	18	12	801	119	106	235	9	25	179
ID=g114	309	304	96	182	79	179	200	189	1104	684	57
ID=g115	15	35	7	36	194	53	295	1774	13	41	84
ID=g116	454	424	133	751	64	27	95	67	810	438	13
ID=g117	14	29	1	7	9	16	12	28	9	20	5
ID=g118	16	20	1	5	9	16	11	28	10	19	3
ID=g119	15	20	1	5	9	16	12	27	10	19	3
ID=g120	20	22	5	12	12	19	21	80	13	19	4
ID=g121	154	93	10	113	44	17	172	113	277	499	137
ID=g122	26	22	6	10	21	17	12	38	12	16	4
ID=g123	25	20	2	7	13	6	11	28	11	17	3
ID=g124	26	20	4	7	14	8	11	28	10	17	3
ID=g125	26	20	4	7	13	8	11	28	10	17	3
ID=g126	28	21	6	9	120	44	23	55	10	20	4
ID=g127	28	23	170	472	280	188	257	257	15	135	105
ID=g128	35	91	1446	2480	1594	1296	986	1663	25	413	432
ID=g129	201	198	150	689	401	263	451	289	475	936	89
ID=g130	342	86	185	996	2483	1181	1076	566	1329	1524	1158
ID=g131	39	21	0	22	307	27	41	185	78	126	66
ID=g132	40	18	10	12	31	5	5	41	7	32	9
ID=g133	44	23	7	14	1	0	16	37	8	17	8
ID=g134	45	23	7	14	1	0	16	38	8	17	9
ID=g135	48	25	9	20	2	4	23	47	14	30	9
ID=g136	48	24	9	15	39	3	26	51	17	55	9
ID=g137	49	25	9	15	65	16	46	991	56	127	9
ID=g138	50	25	9	15	29	1	22	95	8	20	9
ID=g139	49	25	10	15	30	3	21	98	8	20	10
ID=g140	48	25	10	18	138	144	103	4093	242	365	12
ID=g141	212	114	98	587	370	215	606	930	299	928	329
ID=g142	55	10	10	14	31	16	22	33	4	11	10
ID=g143	59	14	10	13	31	20	21	43	4	11	9
ID=g144	60	14	10	14	31	16	22	33	4	12	9
ID=g145	59	15	10	14	51	30	32	68	4	16	13
ID=g146	59	15	3	14	46	28	32	66	4	12	13
ID=g147	66	22	6	20	81	51	43	94	28	63	17
ID=g148	63	21	4	73	190	298	80	159	7	21	52
ID=g149	25	18	5	15	99	107	67	156	3	12	36
ID=g150	233	236	296	1083	779	610	1975	1603	633	1809	772
ID=g151	465	261	346	732	220	147	320	238	929	1016	70
ID=g152	169	150	25	31	306	128	314	285	406	752	75
ID=g153	254	189	203	578	331	178	352	315	243	788	70
ID=g154	372	349	290	1199	530	465	511	681	684	585	147
ID=g155	9	47	12	27	65	2	74	93	5	25	34
ID=g156	132	177	123	578	1602	529	1648	951	478	375	1104
ID=g157	304	305	192	264	539	442	669	685	1104	693	175
ID=g158	151	140	64	238	1429	419	253	258	590	222	151
ID=g159	17	38	14	30	619	521	349	528	72	460	117
ID=g160	13	29	13	25	187	0	39	89	8	23	16
ID=g161	13	29	12	25	491	567	452	1203	15	83	165
ID=g162	13	29	12	24	129	69	159	226	8	37	38
ID=g163	13	27	13	25	2655	1807	2528	6291	50	531	841
ID=g164	13	15	7	25	42	31	37	74	7	27	16
ID=g165	18	19	22	50	150	55	63	128	23	31	6
ID=g166	16	18	10	19	59	35	39	79	8	27	0
ID=g167	16	17	9	16	28	29	21	40	5	24	0
ID=g168	16	17	11	18	28	28	21	40	5	23	0
ID=g169	17	17	56	1509	4176	818	924	945	33	167	1064
ID=g170	287	103	166	444	187	78	514	155	295	1468	29
ID=g171	18	9	10	41	31	18	26	55	18	37	0
ID=g172	32	26	450	1486	109	119	89	71	44	181	30
ID=g173	111	104	1776	10980	807	845	451	301	218	1117	146
ID=g174	7	8	8	6	21	23	13	35	1	4	8
ID=g175	4	8	7	11	8	4	7	21	3	5	2
ID=g176	4	7	7	21	6	5	6	16	0	5	2
ID=g177	2	9	32	114	17	18	2	23	7	31	2
ID=g178	7	8	7	18	9	2	1	16	2	10	1
ID=g179	4	9	5	20	9	2	4	7	2	12	2
ID=g180	9	10	5	20	11	3	5	5	2	12	2
ID=g181	9	10	6	24	497	173	381	204	8	53	182
ID=g182	9	9	5	20	10	4	1	1	3	13	3
ID=g183	0	9	4	20	5	3	5	5	3	14	3
ID=g184	15	12	4	21	5	3	5	5	3	14	3
ID=g185	26	13	5	17	8	4	5	6	4	14	4
ID=g186	2	13	4	14	8	4	5	0	4	14	4
ID=g187	4	14	4	17	8	5	5	1	5	14	4
ID=g188	28	14	3	12	8	4	5	8	3	13	4
ID=g189	31	14	3	13	8	4	7	1	3	13	3
ID=g190	31	14	5	35	17	8	18	3	4	24	6
ID=g191	0	0	5	24	20	8	7	0	0	16	4
ID=g192	1	0	8	44	55	16	28	15	3	46	11
ID=g193	1	0	261	853	728	362	585	515	337	453	144
ID=g194	6	16	1	14	11	8	6	11	19	12	2
ID=g195	39	4	12	26	14	62	5	13	1	7	4
ID=g196	39	20	0	7	5	8	5	18	1	7	3
ID=g197	0	0	0	5	4	55	4	8	0	7	3
ID=g198	0	0	0	6	4	8	4	6	0	7	3
ID=g199	2	0	0	6	4	8	4	6	0	7	3
ID=g200	41	20	0	6	4	8	4	6	1	7	3
ID=g201	43	22	2	7	4	8	4	6	1	7	5
ID=g202	50	27	4	10	5	8	3	7	1	8	5
ID=g203	52	27	6	10	8	11	4	6	4	19	6
ID=g204	53	27	2	5	6	10	2	6	0	9	5
ID=g205	55	28	3	5	7	10	2	7	2	11	5
ID=g206	55	27	2	5	7	10	2	5	3	10	5
ID=g207	55	1	2	290	20	12	16	25	8	12	12
ID=g208	85	11	3	274	37	54	14	33	29	13	9
ID=g209	85	11	0	59	23	146	3	1	3	16	8
ID=g210	272	177	26	126	100	136	141	67	406	288	37
ID=g211	81	11	1	21	1052	218	7	9	1	16	0
ID=g212	115	34	18	47	203	151	220	283	90	135	131
ID=g213	81	13	2	11	1772	332	24	28	9	23	12
ID=g214	81	14	2	11	144	15	24	23	13	27	14
ID=g215	81	14	3	12	48	15	21	22	10	23	12
ID=g216	82	15	4	21	4772	48	26	35	9	29	12
ID=g217	81	14	3	11	303	13	24	26	16	28	11
ID=g218	86	17	30	31	38	13	24	21	10	32	11
ID=g219	87	17	37	57	41	13	29	36	9	34	11
ID=g220	1479	1468	2731	4826	825	807	2146	605	1234	4333	947
ID=g221	94	47	23	75	562	256	684	579	106	313	446
ID=g222	127	90	53	117	155	146	191	147	389	324	96
ID=g223	287	268	374	912	70	22	63	18	472	315	4
ID=g224	39	22	4	3	20	1	2	3	5	0	1
ID=g225	243	187	95	96	34	66	92	19	538	243	9
ID=g226	28	17	5	5	28	2	3	5	4	0	1
ID=g227	36	23	22	92	225	37	27	38	20	20	12
ID=g228	213	166	208	763	172	231	238	182	445	278	157
ID=g229	117	81	66	2911	2237	2543	339	267	93	510	35
ID=g230	109	65	135	258	102	69	110	63	314	281	22
ID=g231	335	236	158	242	90	87	202	133	473	533	42
ID=g232	22	14	2	2	0	7	1	10	1	4	0
ID=g233	13	17	5	4	54	34	14	87	3	2	4
ID=g234	25	20	11	14	30	16	5	7	6	5	6
ID=g235	36	19	14	11	17	16	16	6	8	3	0
ID=g236	1	16	10	0	13	15	8	4	0	3	0
ID=g237	19	24	22	13	383	81	117	437	12	8	27
ID=g238	48	28	18	18	21	30	11	23	11	18	2
ID=g239	42	21	0	13	11	20	12	16	10	9	1
ID=g240	43	21	5	19	17	22	16	22	9	10	1
ID=g241	43	19	0	15	11	22	15	17	8	8	1
ID=g242	43	19	1	15	11	23	15	18	9	1	0
ID=g243	43	19	1	17	11	23	15	19	9	1	0
ID=g244	865	713	252	695	5199	9552	12389	12326	3049	2836	6034
ID=g245	9	33	59	104	41	47	49	68	16	64	23
ID=g246	6	25	4	14	14	19	10	15	4	4	7
ID=g247	193	153	671	1398	880	492	743	903	167	870	221
ID=g248	147	204	203	176	130	186	209	171	395	215	77
ID=g249	263	253	1735	2959	443	315	636	342	209	1707	158
ID=g250	705	662	269	614	346	337	408	317	1766	779	145
ID=g251	71	50	372	256	99	1053	439	209	43	95	96
ID=g252	64	44	20	25	1597	701	494	904	11	363	174
ID=g253	67	46	14	16	409	168	156	169	11	175	40
ID=g254	70	43	31	45	1355	844	1152	1712	11	601	699
ID=g255	64	44	10	17	66	48	53	6	4	36	8
ID=g256	68	43	82	255	116	116	95	53	10	107	19
ID=g257	139	116	92	578	2802	1694	5603	3332	96	851	1635
ID=g258	74	45	10	19	62	30	53	4	6	35	7
ID=g259	154	124	75	216	185	115	321	237	71	374	96
ID=g260	117	71	72	154	159	69	254	176	27	275	57
ID=g261	95	60	20	32	71	41	61	41	15	38	12
ID=g262	97	60	21	32	129	161	89	72	25	58	29
ID=g263	525	310	575	1378	1189	463	1100	726	300	1652	238
ID=g264	539	482	55	286	1074	1245	1562	1360	1134	1094	848
ID=g265	130	86	21	373	2443	4426	254	774	5	79	106
ID=g266	128	67	2	24	99	22	15	22	11	31	5
ID=g267	132	72	2	25	113	45	17	24	12	29	5
ID=g268	137	75	4	13	102	33	16	39	13	33	5
ID=g269	138	81	3	13	93	19	20	35	13	35	5
ID=g270	147	76	4	16	93	20	22	33	14	35	7
ID=g271	146	76	4	13	89	19	21	31	14	36	7
ID=g272	147	75	5	13	90	19	21	31	14	36	4
ID=g273	465	581	1096	1502	389	441	419	311	812	581	121
ID=g274	164	86	11	10	1625	126	56	70	2	45	9
ID=g275	164	86	11	8	90	24	51	27	1	44	8
ID=g276	154	85	12	8	90	24	51	23	1	45	9
ID=g277	155	86	13	8	1678	26	53	24	1	45	9
ID=g278	157	87	13	13	91	25	52	25	1	45	10
ID=g279	317	229	170	425	411	302	502	402	709	642	202
ID=g280	432	334	145	440	636	585	539	238	879	827	107
ID=g281	305	240	190	197	377	385	370	178	154	232	145
ID=g282	443	218	20	42	163	138	188	55	806	381	98
ID=g283	583	508	183	190	206	189	293	97	1118	566	79
ID=g284	2327	1261	229	267	1095	1444	2208	977	4019	3781	684
ID=g285	560	456	290	345	247	146	432	211	749	1708	62
ID=g286	3745	3717	4743	10341	16149	5377	18812	4888	6775	31885	4524
ID=g287	394	231	22	149	321	96	446	527	754	1492	62
ID=g288	213	78	264	6094	2006	799	1152	384	473	861	3704
ID=g289	581	481	166	585	200	159	308	179	833	789	93
ID=g290	1206	1054	1195	1837	619	569	763	634	2421	1678	209
ID=g291	195	115	13	32	279	129	116	51	45	88	37
ID=g292	190	104	15	30	180	76	80	38	39	70	28
ID=g293	316	197	80	333	227	323	198	150	550	265	72
ID=g294	377	192	174	496	201	245	343	189	340	766	84
ID=g295	356	183	295	321	148	218	185	183	283	183	50
ID=g296	206	107	12	19	40	37	57	12	17	55	10
ID=g297	178	31	11	8	28	24	52	13	8	52	10
ID=g298	181	33	12	21	31	25	52	17	9	57	10
ID=g299	60	72	159	562	138	61	49	178	1	66	31
ID=g300	164	82	11	66	37	4	53	33	35	61	16
ID=g301	125	78	7	67	35	3	54	33	33	58	6
ID=g302	127	78	7	67	35	3	52	33	33	59	6
ID=g303	126	78	8	67	36	3	52	33	33	59	7
ID=g304	118	80	7	66	34	4	43	30	34	58	7
ID=g305	116	80	8	66	34	26	43	31	34	58	7
ID=g306	115	81	8	65	34	27	42	32	35	58	7
ID=g307	117	81	9	67	34	28	43	34	35	60	7
ID=g308	193	158	30	180	126	128	268	151	178	445	68
ID=g309	129	91	13	87	72	48	104	67	79	183	30
ID=g310	118	86	14	60	26	31	42	37	33	63	9
ID=g311	337	312	1241	6380	887	1024	1140	1110	368	2007	345
ID=g312	158	109	7	129	47	64	61	60	51	79	22
ID=g313	116	82	2	54	32	34	39	37	36	42	14
ID=g314	899	750	77	110	3213	1428	2548	6001	1439	1870	4074
ID=g315	316	220	478	931	480	274	415	404	203	490	196
ID=g316	498	174	112	354	195	99	268	358	690	638	69
ID=g317	195	79	52	1025	248	351	213	84	235	353	778
ID=g318	126	26	20	130	19	27	32	24	42	38	67
ID=g319	761	689	152	1001	309	294	412	199	1105	722	76
ID=g320	148	50	107	2061	185	587	89	150	85	33	33
ID=g321	391	275	483	745	274	105	484	170	580	1899	27
ID=g322	157	72	136	209	66	28	136	46	103	409	26
ID=g323	294	106	305	1916	725	592	1540	846	334	2244	231
ID=g324	5	32	38	77	48	30	38	55	39	27	5
ID=g325	1819	2190	2696	6023	493	249	549	325	2573	1933	93
ID=g326	61	44	55	261	1483	1565	2906	1597	490	2536	942
ID=g327	123	69	14	45	92	70	126	75	18	137	40
ID=g328	177	125	465	1665	295	292	1183	700	227	312	237
ID=g329	107	67	10	28	14	15	7	26	0	8	0
ID=g330	95	58	10	28	14	16	35	26	1	37	7
ID=g331	199	131	290	414	1404	1255	1887	574	658	4538	184
ID=g332	36	65	6	71	88	92	395	123	22	58	332
ID=g333	35	63	5	7	14	14	25	31	22	46	9
ID=g334	37	63	6	15	24	21	62	44	22	49	44
ID=g335	676	651	165	267	1176	96	1401	370	1629	3443	95
ID=g336	52	74	12	8	40	50	28	48	39	51	8
ID=g337	42	62	5	6	9	14	14	31	20	20	6
ID=g338	42	62	6	10	24	25	18	37	20	22	6
ID=g339	41	62	21	19	88	115	16	43	20	20	1
ID=g340	50	70	5	8	323	256	269	249	77	354	126
ID=g341	1029	684	67	36	232	391	3432	1108	5498	5254	1109
ID=g342	59	72	83	277	349	264	279	392	49	113	173
ID=g343	74	61	15	27	351	81	94	83	26	165	22
ID=g344	110	79	0	19	152	61	72	269	29	95	8
ID=g345	121	84	5	25	54	28	42	48	27	49	4
ID=g346	112	80	1	23	18	18	31	31	26	31	4
ID=g347	112	76	1	20	18	17	30	28	25	28	5
ID=g348	118	83	11	29	40	55	74	53	31	82	39
ID=g349	114	64	27	33	27	29	25	40	40	53	14
ID=g350	63	62	9	23	19	24	20	30	28	30	10
ID=g351	69	63	15	34	163	139	251	161	41	433	152
ID=g352	75	65	15	24	22	28	18	34	28	32	5
ID=g353	77	62	16	25	112	85	149	141	39	277	116
ID=g354	76	52	11	21	22	24	19	32	30	27	5
ID=g355	111	78	25	55	451	417	680	477	109	1122	427
ID=g356	4	57	12	19	11	15	16	20	0	4	2
ID=g357	1711	1712	246	317	68	140	355	64	2273	1230	18
ID=g358	553	596	1282	4124	1031	704	1142	1084	1316	1416	298
ID=g359	42	88	82	167	170	67	169	109	87	325	55
ID=g360	208	243	381	596	599	281	568	461	641	1019	201
ID=g361	299	231	74	153	189	220	282	250	673	305	239
ID=g362	735	726	899	2051	886	710	1001	835	841	1026	402
ID=g363	92	96	29	13	52	32	48	54	51	41	10
ID=g364	58	87	25	11	23	28	34	1	38	14	6
ID=g365	58	87	26	12	23	30	35	4	39	15	6
ID=g366	59	73	24	12	23	29	33	4	34	15	5
ID=g367	59	73	24	12	25	30	33	7	34	15	5
ID=g368	60	73	26	15	29	30	31	17	35	15	6
ID=g369	71	81	24	16	53	38	57	57	39	60	7
ID=g370	61	77	10	14	29	13	28	9	36	20	6
ID=g371	75	88	15	28	75	22	66	147	47	72	8
ID=g372	98	78	11	29	16	13	38	14	37	24	7
ID=g373	97	83	16	78	43	21	49	35	41	47	9
ID=g374	633	703	331	1115	391	187	609	427	1146	1268	124
ID=g375	198	176	455	517	140	193	343	241	399	539	99
ID=g376	170	118	27	63	1961	1205	447	503	162	287	179
ID=g377	458	424	88	226	193	251	361	157	1254	1155	114
ID=g378	114	76	47	116	259	653	33	48	173	51	17
ID=g379	112	73	5	6	9	19	15	20	32	31	9
ID=g380	113	8	23	48	10	21	19	23	2	34	9
ID=g381	325	264	109	371	112	156	142	132	1336	348	56
ID=g382	329	324	185	492	714	841	654	371	1064	642	255
ID=g383	610	602	354	609	305	111	405	89	2426	1888	43
ID=g384	199	196	46	81	33	125	81	41	308	115	20
ID=g385	342	291	331	1065	803	590	1144	1052	528	1633	643
ID=g386	98	3	3	21	0	26	431	135	31	34	164
ID=g387	107	5	22	6453	4298	807	1157	1043	40	73	888
ID=g388	104	5	6	6144	2722	12541	442	4048	34	46	680
ID=g389	104	5	3	18	5	6	35	6	33	34	18
ID=g390	103	6	4	30	410	171	211	1097	34	40	111
ID=g391	682	550	1118	4116	1015	937	1073	1105	624	2098	290
ID=g392	48	30	45	129	59	34	71	43	24	107	25
ID=g393	62	35	19	37	119	63	114	375	32	53	41
ID=g394	125	125	110	441	364	99	265	482	247	389	107
ID=g395	454	492	906	679	781	196	365	332	1376	658	137
ID=g396	121	125	92	128	128	53	120	98	143	159	35
ID=g397	527	525	127	176	351	155	253	78	1018	558	104
ID=g398	131	123	50	114	156	92	91	87	181	112	65
ID=g399	139	138	461	480	307	207	665	517	194	891	215
ID=g400	261	214	52	78	126	137	166	119	400	207	71
ID=g401	197	134	76	135	87	78	116	91	315	230	37
ID=g402	88	60	33	36	56	22	47	39	21	59	5
ID=g403	337	301	525	1563	1100	1140	1272	826	375	1252	548
ID=g404	101	67	3	36	1	23	44	38	19	19	0
ID=g405	102	69	3	40	2	24	43	42	19	20	0
ID=g406	1129	1219	1274	2046	4091	6317	8810	11798	3378	2176	3954
ID=g407	611	539	551	3769	590	265	530	406	667	998	93
ID=g408	284	221	55	254	383	241	399	400	429	328	203
ID=g409	275	161	24	128	126	116	153	116	565	253	32
ID=g410	525	485	932	3129	461	419	667	431	569	1218	220
ID=g411	113	77	29	30	75	137	89	77	63	58	6
ID=g412	2026	1779	126	95	125	132	1001	147	4555	3451	7
ID=g413	75	82	13	43	116	50	137	128	48	104	65
ID=g414	288	288	395	2220	1349	899	1247	1507	510	1794	1069
ID=g415	342	447	1372	2758	1257	426	1313	1098	360	2006	371
ID=g416	110	134	225	548	681	483	1137	1907	161	416	663
ID=g417	333	330	244	566	424	214	520	494	721	1097	148
ID=g418	176	124	199	711	674	642	836	941	259	203	400
ID=g419	88	73	56	213	212	153	319	292	99	76	144
ID=g420	336	348	273	457	307	271	380	282	1637	451	138
ID=g421	74	59	35	3992	1790	6594	8469	6498	62	426	5457
ID=g422	62	58	9	45	270	248	144	318	52	35	62
ID=g423	217	206	106	218	105	119	144	124	468	271	52
ID=g424	65	64	18	75	112	88	118	301	68	30	44
ID=g425	50	41	21	43	23	7	42	36	29	22	17
ID=g426	49	39	22	39	23	10	43	38	30	22	18
ID=g427	66	63	1015	1212	128	60	30	126	43	44	24
ID=g428	47	40	28	48	25	7	9	37	30	16	20
ID=g429	49	44	25	52	137	753	11	42	28	21	19
ID=g430	51	43	29	60	113	514	13	45	33	22	11
ID=g431	116	111	92	650	202	297	480	216	173	1444	88
ID=g432	550	680	912	1896	258	594	290	241	620	592	60
ID=g433	147	127	1645	6169	339	661	558	313	165	1080	162
ID=g434	23	13	27	76	2	5	33	35	9	29	4
ID=g435	32	21	615	1043	71	63	121	86	24	189	44
ID=g436	45	21	22	61	66	32	116	150	14	52	78
ID=g437	43	22	21	46	5	5	12	31	14	24	6
ID=g438	45	23	21	46	8	6	13	38	14	24	7
ID=g439	45	25	21	44	8	4	12	23	15	23	7
ID=g440	62	42	24	59	34	21	28	64	72	88	14
ID=g441	482	448	672	1777	636	483	849	547	971	1540	196
ID=g442	330	320	85	149	42	27	40	26	529	256	11
ID=g443	80	45	49	91	196	129	201	479	39	70	46
ID=g444	77	41	26	52	36	22	19	21	27	33	11
ID=g445	83	46	27	66	37	21	22	13	28	41	12
ID=g446	395	398	122	277	111	267	91	59	575	307	29
ID=g447	133	116	50	152	62	32	42	39	68	92	24
ID=g448	526	522	1224	1369	378	236	235	331	579	369	76
ID=g449	930	858	1126	2242	513	236	557	370	1223	1426	157
ID=g450	594	454	194	546	2787	1454	5519	1002	1645	2721	888
ID=g451	460	203	251	227	167	306	250	122	661	477	77
ID=g452	755	900	2369	8403	4554	6274	13289	11953	4125	6285	9519
ID=g453	600	587	189	936	770	448	687	672	431	1037	120
ID=g454	168	108	42	60	73	47	75	150	59	55	15
ID=g455	161	104	44	89	451	210	3113	879	57	74	241
ID=g456	163	105	41	77	300	882	130	102	57	45	22
ID=g457	162	105	42	68	44	42	43	47	57	42	13
ID=g458	162	107	44	74	353	551	291	116	60	53	284
ID=g459	193	129	44	66	48	52	10	59	46	50	15
ID=g460	242	111	74	112	127	76	67	244	110	87	18
ID=g461	148	89	56	44	87	56	16	138	97	61	14
ID=g462	153	91	60	47	95	56	21	150	99	62	16
ID=g463	209	109	63	79	333	111	132	493	76	64	42
ID=g464	444	323	342	803	497	406	625	222	1226	944	236
ID=g465	3896	3997	2970	10301	10620	6831	12683	4676	18718	19697	4224
ID=g466	3497	3393	3263	11414	12570	8479	20037	5702	21355	27028	7729
ID=g467	267	127	61	100	137	33	140	185	118	73	30
ID=g468	267	128	59	103	139	34	145	185	117	72	33
ID=g469	383	242	324	613	367	83	619	404	216	808	217
ID=g470	718	608	388	537	564	834	526	355	1380	1076	137
ID=g471	278	142	39	293	873	1060	599	920	165	371	594
ID=g472	191	123	21	121	189	14	178	296	53	83	63
ID=g473	8781	8632	10598	43047	27468	16683	25384	14960	16871	31886	11765
ID=g474	387	229	34	92	177	61	128	220	82	98	32
ID=g475	369	263	83	190	130	69	159	161	166	229	41
ID=g476	292	232	68	103	113	56	121	146	77	84	31
ID=g477	287	230	67	91	113	55	117	142	76	83	31
ID=g478	287	230	66	60	111	55	117	141	76	84	31
ID=g479	211	162	71	230	216	88	63	298	81	48	16
ID=g480	671	446	222	206	642	291	420	483	1336	783	180
ID=g481	357	238	67	20	293	102	245	788	128	178	61
ID=g482	356	232	27	10	177	28	120	343	90	53	35
ID=g483	433	317	85	175	274	141	206	317	379	212	92
ID=g484	369	239	94	229	272	68	198	410	107	113	40
ID=g485	541	413	128	347	356	273	299	466	723	298	112
